dataSource,stepID,screenshotPath,text,contentDescription,idXml,type
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Accounts,,,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,menu_search,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,tab_layout,HorizontalScrollView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,RECENT,,,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,ALL,,,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,FAVORITES,,,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,account_recycler_view,RecyclerView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Assets,,primary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Equity,,primary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Expenses,,primary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,25 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Income,,primary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,5 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,Liabilities,,primary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,7,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_7_augmented.png,,,fab_create_account,ImageButton
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Accounts,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,menu_search,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,tab_layout,HorizontalScrollView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,RECENT,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,ALL,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,FAVORITES,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,account_recycler_view,RecyclerView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Assets,,primary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Equity,,primary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Expenses,,primary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,25 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Income,,primary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,5 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Liabilities,,primary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,fab_create_account,ImageButton
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,,,design_navigation_view,RecyclerView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,GnuCash,,drawer_title,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Book 1,,book_name,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Open…,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Accounts,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Favorites,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Reports,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Transactions,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Scheduled Actions,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Export…,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Preferences,,,TextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Settings,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,8,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_8_augmented.png,Help & Feedback,,design_menu_item_text,CheckedTextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Accounts,,,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,menu_search,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,tab_layout,HorizontalScrollView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,RECENT,,,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,ALL,,,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,FAVORITES,,,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,account_recycler_view,RecyclerView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Assets,,primary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Equity,,primary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Expenses,,primary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,25 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Income,,primary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,5 sub-accounts,,secondary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,Liabilities,,primary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,options_menu,ImageView
CrashScope-Execution-1.json,9,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_9_augmented.png,,,fab_create_account,ImageButton
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,,ImageButton
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,Search…,,search_src_text,EditText
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,tab_layout,HorizontalScrollView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,RECENT,,,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,ALL,,,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,,ActionBar$Tab
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,FAVORITES,,,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,account_recycler_view,RecyclerView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,Assets,,primary_text,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,1 sub-account,,secondary_text,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,favorite_status,ImageView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,$0.00,,account_balance,TextView
CrashScope-Execution-1.json,10,org.gnucash.android.Top_Down.Expected..1.org.gnucash.android_2.1.3_10_augmented.png,,,options_menu,ImageView
