date,participant,app_name,app_version,session_id,record_type,max_attempts,current_attempt,confirmation
08/06/2021 16:37:25,P3,Mileage,3.1.1,71b7901e-4e97-4a56-891f-a8e9629df44d,S2R_MATCHED,2,1,n
08/06/2021 16:37:59,P3,Mileage,3.1.1,71b7901e-4e97-4a56-891f-a8e9629df44d,S2R_MATCHED,2,1,y
08/06/2021 17:08:08,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,OB_SCREENS,3,1,y
08/06/2021 17:08:53,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:09:38,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:10:02,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:12:20,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:14:44,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,n
08/06/2021 17:15:50,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:16:31,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:16:51,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:17:10,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MATCHED,2,1,y
08/06/2021 17:22:19,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,OB_SCREENS,3,1,n
08/06/2021 17:23:02,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,OB_SCREENS,3,3,y
08/06/2021 17:24:40,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_MATCHED,2,1,y
08/06/2021 21:08:04,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,OB_SCREENS,3,1,n
08/06/2021 21:08:34,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,OB_SCREENS,3,3,n
08/06/2021 21:11:57,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:12:37,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:13:10,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:13:47,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:14:24,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:15:42,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:16:33,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MATCHED,2,1,y
08/06/2021 21:20:13,P8,Mileage,3.1.1,82be028a-6556-4784-8399-0ab5071f2a35,OB_SCREENS,3,1,n
08/06/2021 21:22:32,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,OB_SCREENS,3,1,n
08/06/2021 21:23:34,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,OB_SCREENS,3,3,y
08/06/2021 21:25:04,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,S2R_MATCHED,2,1,y
08/06/2021 21:26:06,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,S2R_MATCHED,2,1,y
08/06/2021 21:29:18,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,OB_SCREENS,3,1,y
08/06/2021 21:29:43,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,EB_NO_MATCH,null,null,y
08/06/2021 21:30:17,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MATCHED,2,1,y
08/06/2021 21:30:42,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MATCHED,2,1,y
08/06/2021 21:32:00,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MATCHED,2,1,y
08/06/2021 21:32:42,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MATCHED,2,1,y
08/06/2021 21:39:23,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,OB_SCREENS,3,1,y
08/06/2021 21:40:58,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MATCHED,2,1,y
08/06/2021 21:41:17,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MATCHED,2,1,y
08/06/2021 21:41:34,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MATCHED,2,1,y
08/06/2021 21:41:57,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MATCHED,2,1,y
08/06/2021 21:43:31,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,OB_SCREENS,3,1,y
08/06/2021 21:44:12,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,EB_NO_MATCH,null,null,n
08/06/2021 21:46:00,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,EB_NO_MATCH,null,null,y
08/06/2021 21:46:46,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MATCHED,2,1,y
08/06/2021 21:47:05,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MATCHED,2,1,y
08/06/2021 21:47:28,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MATCHED,2,1,y
08/06/2021 21:48:26,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MATCHED,2,1,y
08/06/2021 21:48:43,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MATCHED,2,1,y
08/06/2021 21:50:18,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,OB_SCREENS,3,1,y
08/06/2021 21:51:00,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,OB_SCREENS,3,1,y
08/06/2021 21:51:16,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:51:39,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:51:58,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:52:22,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:53:17,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:53:34,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:54:25,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:54:50,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MATCHED,2,1,y
08/06/2021 21:56:33,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,OB_SCREENS,3,1,n
08/06/2021 21:57:02,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,OB_SCREENS,3,3,n
08/06/2021 21:58:11,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,n
08/06/2021 21:58:38,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,n
08/06/2021 21:59:28,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,n
08/06/2021 22:00:01,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:00:29,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:00:52,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:01:16,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:01:32,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:02:19,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:02:30,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,y
08/06/2021 22:03:05,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MATCHED,2,1,n
08/06/2021 22:07:42,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,OB_SCREENS,3,1,y
08/06/2021 22:09:05,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MATCHED,2,1,y
08/06/2021 22:09:38,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MATCHED,2,1,y
08/06/2021 22:10:18,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MATCHED,2,1,y
08/06/2021 22:10:38,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MATCHED,2,1,y
08/06/2021 22:11:20,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MATCHED,2,1,n
08/06/2021 22:13:49,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,OB_SCREENS,3,1,y
08/06/2021 22:15:32,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_MATCHED,2,1,y
08/06/2021 22:16:00,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_MATCHED,2,1,y
08/06/2021 22:16:26,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_MATCHED,2,1,y
08/06/2021 22:19:20,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,OB_SCREENS,3,1,n
08/06/2021 22:19:50,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,OB_SCREENS,3,2,y
08/06/2021 22:25:27,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,S2R_MATCHED,2,1,y
08/06/2021 22:29:21,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,S2R_MATCHED,2,1,y
08/06/2021 22:39:20,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:42:52,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:43:17,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:43:38,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:44:05,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:44:30,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:44:51,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MATCHED,2,1,y
08/06/2021 22:52:41,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,OB_SCREENS,3,1,n
08/06/2021 22:52:51,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,OB_SCREENS,3,2,n
08/06/2021 22:53:24,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,OB_SCREENS,3,4,y
08/06/2021 22:54:38,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,EB_NO_MATCH,null,null,y
08/06/2021 22:58:26,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_MATCHED,2,1,y
08/06/2021 22:59:51,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,OB_SCREENS,3,1,n
08/06/2021 23:00:12,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,OB_SCREENS,3,2,n
08/06/2021 23:00:27,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,OB_SCREENS,3,3,y
08/06/2021 23:01:05,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_MATCHED,2,1,y
08/06/2021 23:01:06,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,y
08/06/2021 23:03:05,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,y
08/06/2021 23:04:44,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,n
08/06/2021 23:05:27,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,OB_SCREENS,3,1,y
08/06/2021 23:06:00,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,y
08/06/2021 23:06:18,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,n
08/06/2021 23:07:46,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MATCHED,2,1,y
08/06/2021 23:09:45,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_MATCHED,2,1,y
08/06/2021 23:10:12,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_MATCHED,2,1,y
08/07/2021 02:07:53,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,OB_SCREENS,3,1,y
08/07/2021 02:08:46,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:09:05,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:09:23,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:09:48,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:10:07,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:11:27,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:11:50,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:12:28,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:13:07,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:13:24,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:13:57,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MATCHED,2,1,y
08/07/2021 02:25:37,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,OB_SCREENS,3,1,y
08/07/2021 02:26:13,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:26:27,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:26:43,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:27:01,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:27:18,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:27:40,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:28:16,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:28:31,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MATCHED,2,1,y
08/07/2021 02:37:42,P8,GnuCash,2.1.3,6d44b1b9-c3b9-4b4a-b1f0-d32badf05a94,OB_SCREENS,3,1,n
08/07/2021 02:38:01,P8,GnuCash,2.1.3,6d44b1b9-c3b9-4b4a-b1f0-d32badf05a94,OB_SCREENS,3,2,y
08/07/2021 02:39:56,P8,GnuCash,2.1.3,6d44b1b9-c3b9-4b4a-b1f0-d32badf05a94,S2R_MATCHED,2,1,n
08/07/2021 02:42:23,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,OB_SCREENS,3,1,n
08/07/2021 02:42:32,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,OB_SCREENS,3,2,y
08/07/2021 02:43:57,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_MATCHED,2,1,n
08/07/2021 02:46:28,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_MATCHED,2,1,y
08/07/2021 02:46:58,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_MATCHED,2,1,y
08/07/2021 02:51:41,P8,Mileage,3.1.1,15549cd3-385e-45c7-9edd-03651b3e4e27,OB_SCREENS,3,1,n
08/07/2021 02:53:52,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,OB_SCREENS,3,1,n
08/07/2021 02:54:45,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,OB_SCREENS,3,3,y
08/07/2021 02:55:38,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:56:00,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:56:35,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:56:58,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:57:14,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:57:34,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:58:02,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:58:19,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 02:59:29,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MATCHED,2,1,y
08/07/2021 14:34:57,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,OB_SCREENS,3,1,n
08/07/2021 14:35:03,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,OB_SCREENS,3,2,n
08/07/2021 14:35:20,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,OB_SCREENS,3,3,y
08/07/2021 14:36:05,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_MATCHED,2,1,y
08/07/2021 14:40:20,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_MATCHED,2,1,y
08/07/2021 14:41:27,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_MATCHED,2,1,n
08/07/2021 18:03:41,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,OB_SCREENS,3,1,y
08/07/2021 18:05:27,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MATCHED,2,1,y
08/07/2021 18:06:09,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MATCHED,2,1,y
08/07/2021 18:07:35,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MATCHED,2,1,n
08/07/2021 18:08:57,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MATCHED,2,1,n
08/07/2021 18:10:38,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MATCHED,2,1,n
08/07/2021 18:17:20,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,OB_SCREENS,3,1,y
08/07/2021 18:20:10,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_MATCHED,2,1,y
08/07/2021 18:23:29,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,OB_SCREENS,3,1,y
08/07/2021 22:05:01,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,OB_SCREENS,3,1,y
08/07/2021 22:08:57,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,n
08/07/2021 22:10:24,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,y
08/07/2021 22:13:17,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,y
08/07/2021 22:14:43,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MATCHED,2,1,n
