date,participant,app_name,app_version,session_id,record_type,num_options,num_selected_options
08/06/2021 17:17:22,P2,GnuCash,2.1.3,25e04686-5c11-4b81-b83c-c9b4b50917de,S2R_MISSING,3,0
08/06/2021 17:23:45,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_PREDICT,5,4
08/06/2021 17:24:09,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_PREDICT,4,2
08/06/2021 17:24:17,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_PREDICT,2,0
08/06/2021 17:24:26,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_PREDICT,5,0
08/06/2021 17:24:53,P2,Mileage,3.1.1,0c5a0acc-5ed6-42a3-9fd5-8f76c01b74e3,S2R_MISSING,2,0
08/06/2021 21:15:16,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MISSING,3,1
08/06/2021 21:16:17,P8,Mileage,3.1.1,7919be66-c73c-4c0c-beea-a5e21c0211d2,S2R_MISSING,4,0
08/06/2021 21:25:33,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,S2R_MISSING,1,0
08/06/2021 21:26:37,P8,Mileage,3.1.1,b8d4911d-c2be-4366-a8fa-6bce53bbfac2,S2R_PREDICT,3,1
08/06/2021 21:30:29,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MISSING,1,0
08/06/2021 21:31:17,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_MISSING,1,1
08/06/2021 21:32:22,P8,Mileage,3.1.1,ccdb3ee5-41e9-4c8d-866a-0cc1dab6e1e5,S2R_PREDICT,2,0
08/06/2021 21:41:02,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MISSING,1,0
08/06/2021 21:41:21,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_MISSING,1,0
08/06/2021 21:41:43,P8,Mileage,3.1.1,2503f2fd-de1c-4bf2-8599-ece50dc407f3,S2R_PREDICT,2,0
08/06/2021 21:45:18,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_PREDICT,6,1
08/06/2021 21:47:49,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MISSING,3,0
08/06/2021 21:48:12,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_PREDICT,5,0
08/06/2021 21:48:33,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_MISSING,3,0
08/06/2021 21:49:07,P8,Mileage,3.1.1,f1f6b0e4-f007-42ed-ad8f-bed726ac6f73,S2R_PREDICT,4,1
08/06/2021 21:51:22,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MISSING,1,0
08/06/2021 21:51:44,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MISSING,1,0
08/06/2021 21:52:08,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,3,0
08/06/2021 21:52:51,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,5,1
08/06/2021 21:53:07,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,1,0
08/06/2021 21:53:24,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_MISSING,2,0
08/06/2021 21:53:24,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,5,3
08/06/2021 21:53:36,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,4,1
08/06/2021 21:53:41,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,2,0
08/06/2021 21:53:47,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,4,1
08/06/2021 21:54:13,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,5,1
08/06/2021 21:54:24,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,5,4
08/06/2021 21:54:30,P5,Mileage,3.1.1,5e2d211d-6769-4b9e-a15c-bde3c1dfc493,S2R_PREDICT,3,2
08/06/2021 21:55:02,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,4,1
08/06/2021 21:55:10,P8,Mileage,3.1.1,7bb21bf8-c24b-4d0e-8c13-8f3aa1cd09e7,S2R_PREDICT,1,0
08/06/2021 22:00:14,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MISSING,10,0
08/06/2021 22:00:34,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MISSING,2,0
08/06/2021 22:00:59,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MISSING,1,0
08/06/2021 22:02:35,P5,Mileage,3.1.1,f19929d2-90d3-4123-b426-bc2269e928c9,S2R_MISSING,3,0
08/06/2021 22:08:44,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_PREDICT,5,3
08/06/2021 22:08:54,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_PREDICT,2,0
08/06/2021 22:09:21,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MISSING,3,0
08/06/2021 22:09:41,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_MISSING,2,0
08/06/2021 22:10:27,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_PREDICT,5,3
08/06/2021 22:10:46,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_PREDICT,4,0
08/06/2021 22:11:35,P5,Mileage,3.1.1,cf87048b-825b-4f2f-a203-fc5eb62b83c8,S2R_PREDICT,3,0
08/06/2021 22:14:38,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,5,5
08/06/2021 22:14:50,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,2,1
08/06/2021 22:14:59,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,4,0
08/06/2021 22:15:10,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,5,0
08/06/2021 22:15:19,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,5,0
08/06/2021 22:15:40,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_MISSING,3,1
08/06/2021 22:16:06,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,1,1
08/06/2021 22:16:15,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_PREDICT,3,0
08/06/2021 22:16:31,P5,GnuCash,2.1.3,d0d9e9ed-fe01-4ea4-a8e5-66de37f20a5b,S2R_MISSING,3,0
08/06/2021 22:26:06,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,S2R_MISSING,1,1
08/06/2021 22:30:39,P1,Mileage,3.1.1,2dd311bd-9c70-41a1-a23b-0b6828ca5370,S2R_MISSING,5,1
08/06/2021 22:40:09,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MISSING,6,4
08/06/2021 22:45:25,P1,Mileage,3.1.1,417b588b-a1b3-40c1-8417-716f40c58ca1,S2R_MISSING,2,0
08/06/2021 22:55:53,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,5,4
08/06/2021 22:56:29,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,2,1
08/06/2021 22:57:03,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,2,0
08/06/2021 22:57:37,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,5,1
08/06/2021 22:57:51,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,2,0
08/06/2021 22:57:55,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,2,0
08/06/2021 22:58:09,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,4,0
08/06/2021 22:59:42,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,5,4
08/06/2021 22:59:59,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_PREDICT,2,1
08/06/2021 23:01:11,P1,Mileage,3.1.1,a39dcd91-514a-4b02-a37e-4fe552bc1c5f,S2R_MISSING,1,0
08/06/2021 23:01:18,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MISSING,1,1
08/06/2021 23:03:13,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_MISSING,2,1
08/06/2021 23:05:17,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_PREDICT,4,4
08/06/2021 23:06:37,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,5,5
08/06/2021 23:06:59,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,3,1
08/06/2021 23:07:25,P2,GnuCash,2.1.3,ee1ae6f8-857d-4792-9cc8-ea364bd15e35,S2R_PREDICT,3,1
08/06/2021 23:07:30,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,2,0
08/06/2021 23:07:40,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,4,0
08/06/2021 23:08:52,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,5,3
08/06/2021 23:09:09,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_PREDICT,4,1
08/06/2021 23:10:21,P1,GnuCash,2.1.3,d89d3d94-a1a5-4109-b8fc-042394edcc8c,S2R_MISSING,3,0
08/07/2021 02:08:52,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MISSING,1,0
08/07/2021 02:09:11,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MISSING,1,0
08/07/2021 02:09:35,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_PREDICT,2,0
08/07/2021 02:10:17,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MISSING,3,0
08/07/2021 02:11:06,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_PREDICT,5,0
08/07/2021 02:11:39,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MISSING,6,0
08/07/2021 02:12:07,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_PREDICT,3,0
08/07/2021 02:12:41,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_PREDICT,2,1
08/07/2021 02:13:39,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_MISSING,3,0
08/07/2021 02:14:17,P8,Mileage,3.1.1,e8f0853b-3ccd-4100-ba4c-ea407b0eda76,S2R_PREDICT,5,0
08/07/2021 02:26:18,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MISSING,1,0
08/07/2021 02:26:31,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MISSING,1,0
08/07/2021 02:26:49,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_PREDICT,2,0
08/07/2021 02:27:29,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_MISSING,3,0
08/07/2021 02:27:51,P8,Mileage,3.1.1,ba76f18f-60e3-4224-afd7-841d6a0f097b,S2R_PREDICT,3,1
08/07/2021 02:45:01,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,0
08/07/2021 02:45:17,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,1
08/07/2021 02:45:29,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,0
08/07/2021 02:45:38,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,1
08/07/2021 02:45:46,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,1,1
08/07/2021 02:47:25,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,0
08/07/2021 02:47:39,P8,GnuCash,2.1.3,8886939d-eb64-431b-a7cc-a4bd31ef18c5,S2R_PREDICT,5,1
08/07/2021 02:55:46,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MISSING,1,0
08/07/2021 02:56:06,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MISSING,1,0
08/07/2021 02:56:44,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_PREDICT,2,0
08/07/2021 02:57:22,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MISSING,3,0
08/07/2021 02:57:42,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_PREDICT,3,1
08/07/2021 02:59:34,P8,Mileage,3.1.1,358eed72-964b-40c9-b377-b99892eb903f,S2R_MISSING,2,0
08/07/2021 14:36:16,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_MISSING,1,1
08/07/2021 14:41:03,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_MISSING,2,1
08/07/2021 14:42:00,P3,GnuCash,2.1.3,83cc1d71-3f5d-4f68-b277-3eaad8b47edb,S2R_PREDICT,4,4
08/07/2021 18:05:00,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_PREDICT,6,4
08/07/2021 18:05:42,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_MISSING,2,0
08/07/2021 18:06:33,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_PREDICT,2,2
08/07/2021 18:06:44,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_PREDICT,2,1
08/07/2021 18:09:20,P4,Mileage,3.1.1,d9f79890-120f-40a2-87fd-25c3477bba62,S2R_PREDICT,5,0
08/07/2021 18:18:07,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,5,5
08/07/2021 18:18:48,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,3,1
08/07/2021 18:18:57,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,2,0
08/07/2021 18:19:08,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,4,0
08/07/2021 18:19:41,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,5,2
08/07/2021 18:19:53,P4,GnuCash,2.1.3,705cebd0-ab7f-45bd-8dcb-e3d2ae137372,S2R_PREDICT,4,1
08/07/2021 18:24:30,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,5,4
08/07/2021 18:24:42,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,4,1
08/07/2021 18:24:47,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,2,0
08/07/2021 18:25:11,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,5,1
08/07/2021 18:25:23,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,5,4
08/07/2021 18:25:36,P4,Mileage,3.1.1,7c681559-1fad-48a6-a145-9be878e547f8,S2R_PREDICT,3,2
08/07/2021 22:12:04,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MISSING,5,3
08/07/2021 22:13:51,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_MISSING,2,0
08/07/2021 22:16:24,P16,Mileage,3.1.1,c6cb4e44-3ded-4228-a438-38fa52cf7749,S2R_PREDICT,1,0
08/07/2021 22:27:39,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MISSING,7,7
08/07/2021 22:28:24,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MISSING,6,0
08/07/2021 22:30:42,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MISSING,4,1
08/07/2021 22:31:21,P16,GnuCash,2.1.3,6e849ea9-00aa-4ae6-b705-d14f127aab4f,S2R_MISSING,3,0
08/07/2021 22:44:54,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,S2R_PREDICT,5,3
08/07/2021 22:45:08,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,S2R_PREDICT,2,0
08/07/2021 22:46:20,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,S2R_PREDICT,5,3
08/07/2021 22:46:38,P16,Mileage,3.1.1,dc70dd42-8b18-4716-9671-4c63f92afd6e,S2R_PREDICT,2,1
08/07/2021 22:51:09,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,S2R_PREDICT,5,3
08/07/2021 22:51:21,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,S2R_PREDICT,2,1
08/07/2021 22:52:14,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,S2R_PREDICT,5,4
08/07/2021 22:52:25,P16,Mileage,3.1.1,70a53c9e-b2d0-4f3b-86d6-e836f2f17f80,S2R_PREDICT,2,1
08/08/2021 16:01:51,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_PREDICT,5,0
08/08/2021 16:02:22,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_PREDICT,5,0
08/08/2021 16:02:56,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_PREDICT,5,0
08/08/2021 16:04:44,P13,Mileage,3.1.1,ef0b51a9-7a39-4a37-b328-ba6ff68985fd,S2R_PREDICT,4,1
08/11/2021 18:31:16,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,5,3
08/11/2021 18:31:36,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,4,0
08/11/2021 18:31:41,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,3,0
08/11/2021 18:32:05,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,4,0
08/11/2021 18:32:47,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,5,1
08/11/2021 18:32:58,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,5,4
08/11/2021 18:33:08,P3,Mileage,3.1.1,9261cfec-c63c-4e8f-b30a-221434b84c87,S2R_PREDICT,3,2
08/15/2021 15:22:29,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,5,1
08/15/2021 15:22:34,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,3,3
08/15/2021 15:22:37,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,1
08/15/2021 15:22:40,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,1
08/15/2021 15:22:43,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,1
08/15/2021 15:22:46,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,1
08/15/2021 15:22:49,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,1
08/15/2021 15:23:30,P3,Mileage,3.1.1,b03b5ef7-7826-42a2-b7bb-fe8ed4f83f89,S2R_PREDICT,1,0
08/15/2021 15:26:43,P3,GnuCash,2.1.3,4a69d787-957d-4201-a44d-f554402a8537,S2R_PREDICT,5,5
08/15/2021 15:26:48,P3,GnuCash,2.1.3,4a69d787-957d-4201-a44d-f554402a8537,S2R_PREDICT,2,2
08/15/2021 15:26:56,P3,GnuCash,2.1.3,4a69d787-957d-4201-a44d-f554402a8537,S2R_PREDICT,3,3
08/16/2021 15:25:50,P3,Mileage,3.1.1,12a1e117-af3a-49e6-83fe-d2dbc051ffc4,S2R_PREDICT,5,5
08/16/2021 20:14:01,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_PREDICT,5,3
08/16/2021 20:14:58,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_PREDICT,5,2
08/16/2021 20:15:23,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_PREDICT,3,0
08/16/2021 20:17:12,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_PREDICT,5,4
08/16/2021 20:17:36,P3,Mileage,3.1.1,a04518cf-ba5d-4b05-86be-8b238c7211f7,S2R_PREDICT,4,2
08/16/2021 21:10:21,P4,Mileage,3.1.1,eee7ffaf-d5a5-4485-b65b-7d6628b31e8a,S2R_PREDICT,5,3
08/16/2021 21:12:13,P4,Mileage,3.1.1,eee7ffaf-d5a5-4485-b65b-7d6628b31e8a,S2R_PREDICT,4,1
08/17/2021 14:06:30,P5,Mileage,3.1.1,19014a4e-8bbf-4a05-bc04-f349e50a5860,S2R_PREDICT,5,3
08/17/2021 14:06:41,P5,Mileage,3.1.1,19014a4e-8bbf-4a05-bc04-f349e50a5860,S2R_PREDICT,4,1
08/17/2021 14:06:48,P5,Mileage,3.1.1,19014a4e-8bbf-4a05-bc04-f349e50a5860,S2R_PREDICT,2,0
08/17/2021 14:41:17,P5,Mileage,3.1.1,19014a4e-8bbf-4a05-bc04-f349e50a5860,S2R_PREDICT,5,1
